,ID,Name,LongName,Parent,McCC,CLOC,LLOC,Number of previous modifications,Number of committers,Number of developer commits,Number of previous fixes,Number of bugs
707,L220,Issue77Test.java,src/test/java/org/mapdb/Issue77Test.java,L145,4,0,52,3,1,1302,0,0
708,L221,Issue78Test.java,src/test/java/org/mapdb/Issue78Test.java,L145,1,0,22,4,2,1302,0,0
709,L222,Issue86Test.java,src/test/java/org/mapdb/Issue86Test.java,L145,5,0,51,3,1,1302,0,0
710,L223,Issue89Test.java,src/test/java/org/mapdb/Issue89Test.java,L145,2,0,53,3,1,1302,1,0
711,L224,Issue90Test.java,src/test/java/org/mapdb/Issue90Test.java,L145,2,0,20,6,1,1302,2,0
712,L225,IssuesTest.java,src/test/java/org/mapdb/IssuesTest.java,L145,1,0,11,2,1,1302,0,0
713,L226,JSR166TestCase.java,src/test/java/org/mapdb/JSR166TestCase.java,L145,1,0,25,1,1,1302,0,0
714,L227,LongConcurrentHashMapTest.java,src/test/java/org/mapdb/LongConcurrentHashMapTest.java,L145,6,0,134,4,1,1302,0,0
715,L228,MapInterfaceTest.java,src/test/java/org/mapdb/MapInterfaceTest.java,L145,196,0,1334,7,2,1302,0,0
716,L229,MapListenerTest.java,src/test/java/org/mapdb/MapListenerTest.java,L145,16,0,44,5,1,1302,0,0
717,L230,Pump_InMemory_Import_Then_Save_To_Disk.java,src/test/java/org/mapdb/Pump_InMemory_Import_Then_Save_To_Disk.java,L145,1,0,8,5,1,1302,0,0
718,L231,PumpComparableValueTest.java,src/test/java/org/mapdb/PumpComparableValueTest.java,L145,1,0,71,2,1,1302,0,0
719,L232,PumpTest.java,src/test/java/org/mapdb/PumpTest.java,L145,42,0,296,22,1,1302,0,0
720,L233,QueuesTest.java,src/test/java/org/mapdb/QueuesTest.java,L145,3,0,110,11,1,1302,0,0
721,L234,Serialization2Bean.java,src/test/java/org/mapdb/Serialization2Bean.java,L145,32,0,88,1,1,1302,0,0
722,L235,Serialization2Test.java,src/test/java/org/mapdb/Serialization2Test.java,L145,1,0,70,11,1,1302,0,0
723,L236,Serialized2DerivedBean.java,src/test/java/org/mapdb/Serialized2DerivedBean.java,L145,28,0,63,1,1,1302,0,0
724,L237,SerializerBaseTest.java,src/test/java/org/mapdb/SerializerBaseTest.java,L145,50,0,587,42,1,1302,6,0
725,L238,SerializerPojoTest.java,src/test/java/org/mapdb/SerializerPojoTest.java,L145,27,0,288,22,2,1302,2,0
726,L239,SerializerTest.java,src/test/java/org/mapdb/SerializerTest.java,L145,1,0,39,8,1,1302,0,0
727,L240,StoreAppendTest.java,src/test/java/org/mapdb/StoreAppendTest.java,L145,1,0,16,15,1,1302,1,0
728,L241,StoreCachedTest.java,src/test/java/org/mapdb/StoreCachedTest.java,L145,1,0,21,3,1,1302,0,0
729,L242,StoreCacheHashTableTest.java,src/test/java/org/mapdb/StoreCacheHashTableTest.java,L145,1,0,28,2,1,1302,0,0
730,L243,StoreDirectTest.java,src/test/java/org/mapdb/StoreDirectTest.java,L145,28,0,323,42,1,1302,1,0
731,L244,StoreDirectTest2.java,src/test/java/org/mapdb/StoreDirectTest2.java,L145,13,0,184,8,1,1302,0,0
732,L245,StoreHeapTest.java,src/test/java/org/mapdb/StoreHeapTest.java,L145,1,0,9,5,1,1302,0,0
733,L246,StoreHeapTxTest.java,src/test/java/org/mapdb/StoreHeapTxTest.java,L145,1,0,9,3,1,1302,0,0
734,L247,StoreLongLongMapTest.java,src/test/java/org/mapdb/StoreLongLongMapTest.java,L145,10,0,53,1,1,1302,0,0
735,L248,StoreLongObjectMapTest.java,src/test/java/org/mapdb/StoreLongObjectMapTest.java,L145,10,0,53,1,1,1302,0,0
736,L249,StoreTest.java,src/test/java/org/mapdb/StoreTest.java,L145,2,0,37,2,1,1302,1,0
737,L250,StoreWALTest.java,src/test/java/org/mapdb/StoreWALTest.java,L145,3,0,74,28,1,1302,3,0
738,L251,TestTransactions.java,src/test/java/org/mapdb/TestTransactions.java,L145,5,0,91,2,1,1302,0,0
739,L252,TreeMapExtendTest.java,src/test/java/org/mapdb/TreeMapExtendTest.java,L145,1375,0,11297,3,1,1302,0,0
740,L253,TxEngineTest.java,src/test/java/org/mapdb/TxEngineTest.java,L145,1,0,78,12,1,1302,1,0
741,L254,TxMakerTest.java,src/test/java/org/mapdb/TxMakerTest.java,L145,21,0,204,15,1,1302,5,0
742,L255,UtilsTest.java,src/test/java/org/mapdb/UtilsTest.java,L145,7,0,107,14,1,1302,1,0
743,L256,VolumeTest.java,src/test/java/org/mapdb/VolumeTest.java,L145,15,0,224,33,1,1302,2,0
744,L17415,StoreDirectFreeSpaceTest.java,src/test/java/org/mapdb/StoreDirectFreeSpaceTest.java,L145,1,0,0,17,1,1302,2,0
745,L18707,btreemap_byte_array.java,src/test/java/doc/btreemap_byte_array.java,L18706,1,0,10,1,1,1302,0,0
746,L18708,btreemap_compressed.java,src/test/java/doc/btreemap_compressed.java,L18706,1,0,11,1,1,1302,0,0
747,L18709,btreemap_counter.java,src/test/java/doc/btreemap_counter.java,L18706,1,0,12,1,1,1302,0,0
748,L18710,btreemap_nodesize.java,src/test/java/doc/btreemap_nodesize.java,L18706,1,0,13,1,1,1302,0,0
749,L18711,btreemap_object_array.java,src/test/java/doc/btreemap_object_array.java,L18706,1,0,14,1,1,1302,0,0
750,L18712,btreemap_serializer.java,src/test/java/doc/btreemap_serializer.java,L18706,1,0,11,1,1,1302,0,0
751,L18713,cache_hardref.java,src/test/java/doc/cache_hardref.java,L18706,1,0,12,1,1,1302,0,0
752,L18714,cache_hash_table.java,src/test/java/doc/cache_hash_table.java,L18706,1,0,13,1,1,1302,0,0
753,L18715,cache_lru.java,src/test/java/doc/cache_lru.java,L18706,1,0,13,1,1,1302,0,0
754,L18716,cache_right_and_wrong.java,src/test/java/doc/cache_right_and_wrong.java,L18706,1,0,43,1,1,1302,0,0
755,L18717,cache_size.java,src/test/java/doc/cache_size.java,L18706,1,0,15,1,1,1302,0,0
756,L18718,cache_weak_soft.java,src/test/java/doc/cache_weak_soft.java,L18706,1,0,13,1,1,1302,0,0
757,L18719,concurrency_consistency_lock.java,src/test/java/doc/concurrency_consistency_lock.java,L18706,1,0,25,1,1,1302,0,0
758,L18720,concurrency_executor_async_write.java,src/test/java/doc/concurrency_executor_async_write.java,L18706,1,0,10,1,1,1302,0,0
759,L18721,concurrency_executor_cache.java,src/test/java/doc/concurrency_executor_cache.java,L18706,1,0,17,1,1,1302,0,0
760,L18722,concurrency_executor_compaction.java,src/test/java/doc/concurrency_executor_compaction.java,L18706,1,0,17,1,1,1302,0,0
761,L18723,concurrency_executor_custom.java,src/test/java/doc/concurrency_executor_custom.java,L18706,1,0,15,1,1,1302,0,0
762,L18724,concurrency_executor_global.java,src/test/java/doc/concurrency_executor_global.java,L18706,1,0,12,1,1,1302,0,0
763,L18725,concurrency_segment_locking.java,src/test/java/doc/concurrency_segment_locking.java,L18706,1,0,22,1,1,1302,0,0
764,L18726,dbmaker_atomicvar.java,src/test/java/doc/dbmaker_atomicvar.java,L18706,1,0,28,1,1,1302,0,0
765,L18727,dbmaker_basic_option.java,src/test/java/doc/dbmaker_basic_option.java,L18706,1,0,12,1,1,1302,0,0
766,L18728,dbmaker_basic_tx.java,src/test/java/doc/dbmaker_basic_tx.java,L18706,1,0,20,1,1,1302,0,0
767,L18729,dbmaker_treeset.java,src/test/java/doc/dbmaker_treeset.java,L18706,1,0,13,1,1,1302,0,0
768,L18730,dbmaker_treeset_create.java,src/test/java/doc/dbmaker_treeset_create.java,L18706,1,0,18,1,1,1302,0,0
769,L18731,dbmaker_txmaker_basic.java,src/test/java/doc/dbmaker_txmaker_basic.java,L18706,1,0,23,2,1,1302,0,0
770,L18732,dbmaker_txmaker_create.java,src/test/java/doc/dbmaker_txmaker_create.java,L18706,1,0,12,1,1,1302,0,0
771,L18733,durability_transaction_disable.java,src/test/java/doc/durability_transaction_disable.java,L18706,1,0,12,1,1,1302,0,0
772,L18734,htreemap_byte_array.java,src/test/java/doc/htreemap_byte_array.java,L18706,1,0,13,1,1,1302,0,0
773,L18735,htreemap_cache_size_limit.java,src/test/java/doc/htreemap_cache_size_limit.java,L18706,1,0,13,1,1,1302,0,0
774,L18736,htreemap_cache_space_limit.java,src/test/java/doc/htreemap_cache_space_limit.java,L18706,1,0,13,1,1,1302,0,0
775,L18737,htreemap_cache_space_limit2.java,src/test/java/doc/htreemap_cache_space_limit2.java,L18706,1,0,13,1,1,1302,0,0
776,L18738,htreemap_cache_ttl_limit.java,src/test/java/doc/htreemap_cache_ttl_limit.java,L18706,1,0,14,1,1,1302,0,0
777,L18739,htreemap_compressed.java,src/test/java/doc/htreemap_compressed.java,L18706,1,0,13,2,1,1302,0,0
778,L18740,htreemap_counter.java,src/test/java/doc/htreemap_counter.java,L18706,1,0,13,1,1,1302,0,0
779,L18741,htreemap_overflow_get.java,src/test/java/doc/htreemap_overflow_get.java,L18706,1,0,31,1,1,1302,0,0
780,L18742,htreemap_overflow_init.java,src/test/java/doc/htreemap_overflow_init.java,L18706,1,0,29,1,1,1302,0,0
781,L18743,htreemap_overflow_main_inmemory.java,src/test/java/doc/htreemap_overflow_main_inmemory.java,L18706,1,0,30,1,1,1302,0,0
782,L18744,htreemap_overflow_main_ondisk.java,src/test/java/doc/htreemap_overflow_main_ondisk.java,L18706,1,0,32,1,1,1302,0,0
783,L18745,htreemap_overflow_remove.java,src/test/java/doc/htreemap_overflow_remove.java,L18706,1,0,29,1,1,1302,0,0
784,L18746,htreemap_overflow_update.java,src/test/java/doc/htreemap_overflow_update.java,L18706,1,0,30,1,1,1302,0,0
785,L18747,htreemap_segmented.java,src/test/java/doc/htreemap_segmented.java,L18706,1,0,13,1,1,1302,0,0
786,L18748,htreemap_serializer.java,src/test/java/doc/htreemap_serializer.java,L18706,1,0,11,1,1,1302,0,0
787,L18749,htreemap_value_creator.java,src/test/java/doc/htreemap_value_creator.java,L18706,1,0,18,1,1,1302,0,0
788,L18750,start_advanced.java,src/test/java/doc/start_advanced.java,L18706,1,0,20,1,1,1302,0,0
789,L18751,start_hello_world.java,src/test/java/doc/start_hello_world.java,L18706,1,0,11,1,1,1302,0,0
790,L19013,_HelloWorld.java,src/test/java/examples/_HelloWorld.java,L19012,1,0,22,4,1,1302,0,0
791,L19014,_TempMap.java,src/test/java/examples/_TempMap.java,L19012,1,0,11,3,1,1302,0,0
792,L19015,Bidi_Map.java,src/test/java/examples/Bidi_Map.java,L19012,2,0,21,10,2,1302,0,0
793,L19016,CacheEntryExpiry.java,src/test/java/examples/CacheEntryExpiry.java,L19012,3,0,35,9,1,1302,0,0
794,L19017,CacheOffHeap.java,src/test/java/examples/CacheOffHeap.java,L19012,3,0,24,3,1,1302,0,0
795,L19018,CacheOffHeapAdvanced.java,src/test/java/examples/CacheOffHeapAdvanced.java,L19012,3,0,32,6,1,1302,0,0
796,L19019,CacheOverflow.java,src/test/java/examples/CacheOverflow.java,L19012,1,0,41,2,1,1302,0,0
797,L19020,Compression.java,src/test/java/examples/Compression.java,L19012,1,0,22,12,1,1302,0,0
798,L19021,Custom_Value.java,src/test/java/examples/Custom_Value.java,L19012,8,0,67,16,2,1302,0,0
799,L19022,Histogram.java,src/test/java/examples/Histogram.java,L19012,5,0,26,2,1,1302,0,0
800,L19023,Huge_Insert.java,src/test/java/examples/Huge_Insert.java,L19012,2,0,58,14,1,1302,0,0
801,L19024,Lazily_Loaded_Records.java,src/test/java/examples/Lazily_Loaded_Records.java,L19012,1,0,21,8,1,1302,0,0
802,L19025,Map_Size_Counter.java,src/test/java/examples/Map_Size_Counter.java,L19012,1,0,22,9,1,1302,0,0
803,L19026,MultiMap.java,src/test/java/examples/MultiMap.java,L19012,2,0,25,11,1,1302,0,0
804,L19027,Secondary_Key.java,src/test/java/examples/Secondary_Key.java,L19012,1,0,25,8,2,1302,0,0
805,L19028,Secondary_Map.java,src/test/java/examples/Secondary_Map.java,L19012,1,0,21,5,1,1302,0,0
806,L19029,Secondary_Values.java,src/test/java/examples/Secondary_Values.java,L19012,2,0,36,6,1,1302,0,0
807,L19030,SQL_Auto_Incremental_Unique_Key.java,src/test/java/examples/SQL_Auto_Incremental_Unique_Key.java,L19012,1,0,16,4,1,1302,0,0
808,L19031,Transactions.java,src/test/java/examples/Transactions.java,L19012,3,0,46,6,1,1302,0,0
809,L19032,Transactions2.java,src/test/java/examples/Transactions2.java,L19012,1,0,19,3,1,1302,0,0
810,L19033,TreeMap_Composite_Key.java,src/test/java/examples/TreeMap_Composite_Key.java,L19012,1,0,13,10,2,1302,0,0
811,L19034,TreeMap_Performance_Tunning.java,src/test/java/examples/TreeMap_Performance_Tunning.java,L19012,6,0,48,11,1,1302,0,0
812,L111,Atomic.java,src/main/java/org/mapdb/Atomic.java,L110,36,0,304,14,1,1302,1,0
813,L112,Bind.java,src/main/java/org/mapdb/Bind.java,L110,70,0,302,29,2,1302,0,0
814,L113,BTreeKeySerializer.java,src/main/java/org/mapdb/BTreeKeySerializer.java,L110,219,0,1565,50,1,1302,2,0
815,L114,BTreeMap.java,src/main/java/org/mapdb/BTreeMap.java,L110,551,0,2549,159,4,1302,9,0
816,L115,CC.java,src/main/java/org/mapdb/CC.java,L110,1,0,24,50,2,1302,1,0
817,L116,CompressLZF.java,src/main/java/org/mapdb/CompressLZF.java,L110,41,0,182,18,1,1302,3,0
818,L117,DataIO.java,src/main/java/org/mapdb/DataIO.java,L110,60,0,780,37,2,1302,0,0
819,L118,DB.java,src/main/java/org/mapdb/DB.java,L110,229,0,1656,147,5,1302,8,0
820,L119,DBException.java,src/main/java/org/mapdb/DBException.java,L110,2,0,107,10,1,1302,0,0
821,L120,DBMaker.java,src/main/java/org/mapdb/DBMaker.java,L110,64,0,678,159,3,1302,8,0
822,L121,EncryptionXTEA.java,src/main/java/org/mapdb/EncryptionXTEA.java,L110,14,0,168,15,1,1302,0,0
823,L122,Engine.java,src/main/java/org/mapdb/Engine.java,L110,4,0,265,43,2,1302,2,0
824,L123,Fun.java,src/main/java/org/mapdb/Fun.java,L110,59,0,310,42,1,1302,1,0
825,L124,HTreeMap.java,src/main/java/org/mapdb/HTreeMap.java,L110,327,0,1662,119,3,1302,4,0
826,L125,LongConcurrentHashMap.java,src/main/java/org/mapdb/LongConcurrentHashMap.java,L110,104,0,530,17,2,1302,0,0
827,L126,Pump.java,src/main/java/org/mapdb/Pump.java,L110,81,0,539,51,1,1302,3,0
828,L127,Queues.java,src/main/java/org/mapdb/Queues.java,L110,29,0,313,27,2,1302,1,0
829,L128,Serializer.java,src/main/java/org/mapdb/Serializer.java,L110,86,0,1304,57,2,1302,0,0
830,L129,SerializerBase.java,src/main/java/org/mapdb/SerializerBase.java,L110,220,0,1674,93,1,1302,5,0
831,L130,SerializerPojo.java,src/main/java/org/mapdb/SerializerPojo.java,L110,99,0,495,63,4,1302,3,0
832,L131,Store.java,src/main/java/org/mapdb/Store.java,L110,286,0,1528,82,2,1302,4,0
833,L132,StoreAppend.java,src/main/java/org/mapdb/StoreAppend.java,L110,65,0,444,76,1,1302,6,0
834,L133,StoreCached.java,src/main/java/org/mapdb/StoreCached.java,L110,83,0,339,27,1,1302,1,0
835,L134,StoreDirect.java,src/main/java/org/mapdb/StoreDirect.java,L110,256,0,1028,151,4,1302,11,0
836,L135,StoreHeap.java,src/main/java/org/mapdb/StoreHeap.java,L110,48,0,330,44,1,1302,0,0
837,L136,StoreWAL.java,src/main/java/org/mapdb/StoreWAL.java,L110,230,0,1051,130,2,1302,15,0
838,L138,TxEngine.java,src/main/java/org/mapdb/TxEngine.java,L110,70,0,502,42,1,1302,3,0
839,L139,TxMaker.java,src/main/java/org/mapdb/TxMaker.java,L110,13,0,57,35,1,1302,4,0
840,L141,UnsafeStuff.java,src/main/java/org/mapdb/UnsafeStuff.java,L110,28,0,433,5,1,1302,1,0
841,L142,Volume.java,src/main/java/org/mapdb/Volume.java,L110,199,0,1523,115,4,1302,15,0
842,L147,AsyncWriteEngineTest.java,src/test/java/org/mapdb/AsyncWriteEngineTest.java,L146,1,0,12,31,1,1302,0,0
843,L148,AtomicBooleanTest.java,src/test/java/org/mapdb/AtomicBooleanTest.java,L146,2,0,61,13,1,1302,0,0
844,L149,AtomicIntegerTest.java,src/test/java/org/mapdb/AtomicIntegerTest.java,L146,6,0,119,11,1,1302,0,0
845,L150,AtomicLongTest.java,src/test/java/org/mapdb/AtomicLongTest.java,L146,6,0,131,12,1,1302,0,0
846,L151,BindTest.java,src/test/java/org/mapdb/BindTest.java,L146,12,0,162,11,1,1302,1,0
847,L152,BrokenDBTest.java,src/test/java/org/mapdb/BrokenDBTest.java,L146,10,0,90,21,1,1302,2,0
848,L153,BTreeKeySerializerTest.java,src/test/java/org/mapdb/BTreeKeySerializerTest.java,L146,20,0,367,23,1,1302,0,0
849,L154,BTreeMapContainsKeyTest.java,src/test/java/org/mapdb/BTreeMapContainsKeyTest.java,L146,1,0,49,18,2,1302,1,0
850,L155,BTreeMapExtendTest.java,src/test/java/org/mapdb/BTreeMapExtendTest.java,L146,811,0,6258,10,1,1302,0,0
851,L156,BTreeMapLargeValsTest.java,src/test/java/org/mapdb/BTreeMapLargeValsTest.java,L146,2,0,52,30,1,1302,1,0
852,L157,BTreeMapNavigable2Test.java,src/test/java/org/mapdb/BTreeMapNavigable2Test.java,L146,12,0,399,15,2,1302,0,0
853,L158,BTreeMapNavigableSubMapExclusiveTest.java,src/test/java/org/mapdb/BTreeMapNavigableSubMapExclusiveTest.java,L146,1,0,22,9,2,1302,0,0
854,L159,BTreeMapNavigableSubMapInclusiveTest.java,src/test/java/org/mapdb/BTreeMapNavigableSubMapInclusiveTest.java,L146,1,0,19,9,2,1302,0,0
855,L160,BTreeMapNavigableTest.java,src/test/java/org/mapdb/BTreeMapNavigableTest.java,L146,1,0,255,12,1,1302,0,0
856,L161,BTreeMapParTest.java,src/test/java/org/mapdb/BTreeMapParTest.java,L146,2,0,30,6,1,1302,0,0
857,L162,BTreeMapSubSetTest.java,src/test/java/org/mapdb/BTreeMapSubSetTest.java,L146,47,0,579,12,1,1302,0,0
858,L163,BTreeMapTest.java,src/test/java/org/mapdb/BTreeMapTest.java,L146,53,0,503,76,2,1302,3,0
859,L164,BTreeMapTest2.java,src/test/java/org/mapdb/BTreeMapTest2.java,L146,2,0,50,30,1,1302,1,0
860,L165,BTreeMapTest3.java,src/test/java/org/mapdb/BTreeMapTest3.java,L146,30,0,218,9,1,1302,0,0
861,L166,BTreeMapTest4.java,src/test/java/org/mapdb/BTreeMapTest4.java,L146,122,0,1416,17,1,1302,0,0
862,L167,BTreeMapTest5.java,src/test/java/org/mapdb/BTreeMapTest5.java,L146,47,0,983,12,1,1302,0,0
863,L168,BTreeMapTest6.java,src/test/java/org/mapdb/BTreeMapTest6.java,L146,111,0,927,12,1,1302,0,0
864,L169,BTreeSet2Test.java,src/test/java/org/mapdb/BTreeSet2Test.java,L146,98,0,685,14,1,1302,0,0
865,L170,BTreeSet3Test.java,src/test/java/org/mapdb/BTreeSet3Test.java,L146,51,0,775,9,1,1302,0,0
866,L171,BTreeSetTest.java,src/test/java/org/mapdb/BTreeSetTest.java,L146,1,0,14,17,2,1302,0,0
867,L172,CacheWeakSoftRefTest.java,src/test/java/org/mapdb/CacheWeakSoftRefTest.java,L146,1,0,7,10,1,1302,0,0
868,L173,CCTest.java,src/test/java/org/mapdb/CCTest.java,L146,1,0,9,4,1,1302,0,0
869,L174,ClosedThrowsExceptionTest.java,src/test/java/org/mapdb/ClosedThrowsExceptionTest.java,L146,1,0,122,11,1,1302,0,0
870,L175,CompressTest.java,src/test/java/org/mapdb/CompressTest.java,L146,1,0,51,27,1,1302,0,0
871,L176,ConcurrentMapInterfaceTest.java,src/test/java/org/mapdb/ConcurrentMapInterfaceTest.java,L146,110,0,686,4,1,1302,0,0
872,L177,DataIOTest.java,src/test/java/org/mapdb/DataIOTest.java,L146,12,0,111,11,1,1302,0,0
873,L178,DataOutput2Test.java,src/test/java/org/mapdb/DataOutput2Test.java,L146,1,0,25,3,1,1302,0,0
874,L179,DBHeaderTest.java,src/test/java/org/mapdb/DBHeaderTest.java,L146,8,0,151,2,1,1302,0,0
875,L180,DBMakerTest.java,src/test/java/org/mapdb/DBMakerTest.java,L146,7,0,472,64,1,1302,2,0
876,L181,DBTest.java,src/test/java/org/mapdb/DBTest.java,L146,8,0,414,27,1,1302,3,0
877,L182,EngineTest.java,src/test/java/org/mapdb/EngineTest.java,L146,35,0,542,29,1,1302,1,0
878,L183,ExamplesTest.java,src/test/java/org/mapdb/ExamplesTest.java,L146,1,0,67,11,1,1302,0,0
879,L184,Exec.java,src/test/java/org/mapdb/Exec.java,L146,6,0,38,2,1,1302,0,0
880,L185,FunTest.java,src/test/java/org/mapdb/FunTest.java,L146,17,0,71,6,1,1302,0,0
881,L186,HTreeMap2Test.java,src/test/java/org/mapdb/HTreeMap2Test.java,L146,84,0,788,71,1,1302,1,0
882,L187,HTreeMap3Test.java,src/test/java/org/mapdb/HTreeMap3Test.java,L146,2,0,53,34,1,1302,1,0
883,L188,HTreeSetTest.java,src/test/java/org/mapdb/HTreeSetTest.java,L146,3,0,102,40,1,1302,1,0
884,L189,Issue112Test.java,src/test/java/org/mapdb/Issue112Test.java,L146,1,0,16,5,1,1302,1,0
885,L190,Issue114Test.java,src/test/java/org/mapdb/Issue114Test.java,L146,1,0,10,5,1,1302,0,0
886,L191,Issue132Test.java,src/test/java/org/mapdb/Issue132Test.java,L146,9,0,71,9,1,1302,2,0
887,L192,Issue148Test.java,src/test/java/org/mapdb/Issue148Test.java,L146,12,0,120,12,1,1302,1,0
888,L193,Issue150Test.java,src/test/java/org/mapdb/Issue150Test.java,L146,12,0,87,8,1,1302,0,0
889,L194,Issue154Test.java,src/test/java/org/mapdb/Issue154Test.java,L146,1,0,55,6,1,1302,0,0
890,L195,Issue157Test.java,src/test/java/org/mapdb/Issue157Test.java,L146,5,0,33,6,1,1302,0,0
891,L196,Issue162Test.java,src/test/java/org/mapdb/Issue162Test.java,L146,5,0,88,9,1,1302,0,0
892,L197,Issue164Test.java,src/test/java/org/mapdb/Issue164Test.java,L146,7,0,91,4,1,1302,0,0
893,L198,Issue170Test.java,src/test/java/org/mapdb/Issue170Test.java,L146,2,0,17,5,1,1302,1,0
894,L199,Issue183Test.java,src/test/java/org/mapdb/Issue183Test.java,L146,1,0,48,8,1,1302,0,0
895,L200,Issue198Test.java,src/test/java/org/mapdb/Issue198Test.java,L146,2,0,14,6,1,1302,2,0
896,L201,Issue237Test.java,src/test/java/org/mapdb/Issue237Test.java,L146,1,0,31,5,1,1302,1,0
897,L202,Issue241.java,src/test/java/org/mapdb/Issue241.java,L146,1,0,44,6,1,1302,0,0
898,L203,Issue247Test.java,src/test/java/org/mapdb/Issue247Test.java,L146,1,0,25,6,1,1302,0,0
899,L204,Issue249Test.java,src/test/java/org/mapdb/Issue249Test.java,L146,6,0,82,6,1,1302,0,0
900,L205,Issue254Test.java,src/test/java/org/mapdb/Issue254Test.java,L146,13,0,163,6,1,1302,0,0
901,L206,Issue258Test.java,src/test/java/org/mapdb/Issue258Test.java,L146,12,0,88,3,1,1302,1,0
902,L207,Issue265Test.java,src/test/java/org/mapdb/Issue265Test.java,L146,1,0,32,6,1,1302,1,0
903,L208,Issue266Test.java,src/test/java/org/mapdb/Issue266Test.java,L146,1,0,54,4,1,1302,1,0
904,L209,Issue308Test.java,src/test/java/org/mapdb/Issue308Test.java,L146,1,0,32,5,1,1302,1,0
905,L210,Issue312Test.java,src/test/java/org/mapdb/Issue312Test.java,L146,2,0,26,3,1,1302,1,0
906,L211,Issue321Test.java,src/test/java/org/mapdb/Issue321Test.java,L146,1,0,15,3,1,1302,1,0
907,L212,Issue332Test.java,src/test/java/org/mapdb/Issue332Test.java,L146,4,0,78,5,1,1302,1,0
908,L213,Issue353Test.java,src/test/java/org/mapdb/Issue353Test.java,L146,6,0,70,4,1,1302,1,0
909,L214,Issue37Test.java,src/test/java/org/mapdb/Issue37Test.java,L146,6,0,43,13,1,1302,0,0
910,L215,Issue381Test.java,src/test/java/org/mapdb/Issue381Test.java,L146,3,0,25,4,1,1302,1,0
911,L216,Issue400Test.java,src/test/java/org/mapdb/Issue400Test.java,L146,6,0,62,4,1,1302,1,0
912,L217,Issue418Test.java,src/test/java/org/mapdb/Issue418Test.java,L146,7,0,42,5,1,1302,2,0
913,L218,Issue419Test.java,src/test/java/org/mapdb/Issue419Test.java,L146,5,0,48,4,1,1302,2,0
914,L219,Issue41Test.java,src/test/java/org/mapdb/Issue41Test.java,L146,23,0,210,14,1,1302,0,0
915,L220,Issue440Test.java,src/test/java/org/mapdb/Issue440Test.java,L146,1,0,23,3,1,1302,0,0
916,L221,Issue517Test.java,src/test/java/org/mapdb/Issue517Test.java,L146,2,0,26,1,1,1302,1,0
917,L222,Issue523Test.java,src/test/java/org/mapdb/Issue523Test.java,L146,3,0,32,1,1,1302,1,0
918,L223,Issue69Test.java,src/test/java/org/mapdb/Issue69Test.java,L146,6,0,50,12,1,1302,0,0
919,L224,Issue77Test.java,src/test/java/org/mapdb/Issue77Test.java,L146,4,0,52,6,1,1302,0,0
920,L225,Issue78Test.java,src/test/java/org/mapdb/Issue78Test.java,L146,1,0,22,7,2,1302,0,0
921,L226,Issue86Test.java,src/test/java/org/mapdb/Issue86Test.java,L146,5,0,51,6,1,1302,0,0
922,L227,Issue89Test.java,src/test/java/org/mapdb/Issue89Test.java,L146,2,0,52,6,1,1302,1,0
923,L228,Issue90Test.java,src/test/java/org/mapdb/Issue90Test.java,L146,2,0,19,9,1,1302,2,0
924,L229,IssuesTest.java,src/test/java/org/mapdb/IssuesTest.java,L146,1,0,11,4,1,1302,0,0
925,L230,JSR166TestCase.java,src/test/java/org/mapdb/JSR166TestCase.java,L146,1,0,25,2,1,1302,0,0
926,L231,LongConcurrentHashMapTest.java,src/test/java/org/mapdb/LongConcurrentHashMapTest.java,L146,6,0,134,5,1,1302,0,0
927,L232,MapInterfaceTest.java,src/test/java/org/mapdb/MapInterfaceTest.java,L146,196,0,1334,8,2,1302,0,0
928,L233,MapListenerTest.java,src/test/java/org/mapdb/MapListenerTest.java,L146,16,0,44,8,1,1302,0,0
929,L234,MemoryBarrierLessLockTest.java,src/test/java/org/mapdb/MemoryBarrierLessLockTest.java,L146,2,0,37,1,1,1302,0,0
930,L235,Pump_InMemory_Import_Then_Save_To_Disk.java,src/test/java/org/mapdb/Pump_InMemory_Import_Then_Save_To_Disk.java,L146,1,0,8,7,1,1302,0,0
931,L236,PumpComparableValueTest.java,src/test/java/org/mapdb/PumpComparableValueTest.java,L146,1,0,72,7,1,1302,0,0
932,L237,PumpTest.java,src/test/java/org/mapdb/PumpTest.java,L146,51,0,424,29,1,1302,0,0
933,L238,QueuesTest.java,src/test/java/org/mapdb/QueuesTest.java,L146,3,0,110,14,1,1302,0,0
934,L239,Serialization2Bean.java,src/test/java/org/mapdb/Serialization2Bean.java,L146,32,0,88,1,1,1302,0,0
935,L240,Serialization2Test.java,src/test/java/org/mapdb/Serialization2Test.java,L146,1,0,68,15,1,1302,0,0
936,L241,Serialized2DerivedBean.java,src/test/java/org/mapdb/Serialized2DerivedBean.java,L146,28,0,63,1,1,1302,0,0
937,L242,SerializerBaseTest.java,src/test/java/org/mapdb/SerializerBaseTest.java,L146,50,0,587,45,1,1302,6,0
938,L243,SerializerPojoTest.java,src/test/java/org/mapdb/SerializerPojoTest.java,L146,27,0,288,26,2,1302,2,0
939,L244,SerializerTest.java,src/test/java/org/mapdb/SerializerTest.java,L146,5,0,75,10,1,1302,0,0
940,L245,StoreAppendTest.java,src/test/java/org/mapdb/StoreAppendTest.java,L146,1,0,16,15,1,1302,1,0
